Name,Link 1,Link 1.1,Country,Year,Director,Subtitles,Runtime,Genres,Imdb id,Vote avg,Overview,Spoken languages,Vote count,Release date,Tagline,Collection,Title,Original title
Ponyo on the Cliff by the Sea,Streaming link,,Japan,2 008,Hayao Miyazaki,yes,,,,,,,,,,,,
Secret Sunshine,Streaming link,,Korea,2 007,Lee Chang dong,yes,2h 22m,Drama,IMDB,7.1,"Sin-ae moves with her son Jun to Miryang, the town where her dead husband was born. As she tries to come to herself and set out on new foundations, another tragic event overturns her life.",Korean,115,2007-05-23,This is a love story.,,Secret Sunshine,
Pieta,Streaming link,,Korea,2 012,Kim Ki-duk,yes,1h 35m,Crime | Drama,IMDB,5.7,"Mimmo is the adoptive son of the crimanl family led by the patriarch Santili but Mimmo, despite being loyal to his family, wants a normal life.",Italian,31,2014-09-11,,,Without Pity,Senza nessuna pietà
Peppermint Candy  ,Streaming link,,Korea,1 999,Lee Chang dong,yes,,,,,,,,,,,,
The Power Of Kangwon Province,Streaming link,,Korea,1 998,Hong Sang-soo,yes,,,,,,,,,,,,
The Housemaid,Streaming link,,Korea,1 960,Kim Ki-young,yes,,,,0.0,Coming soon,,,,,,The Housemaid,The Housemaid
"Like Father, Like Son",Streaming link,,Japan,2 013,Hirokazu Koreeda,yes,1h 47m,Action | Comedy | Crime,IMDB,5.6,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",English,858,2011-02-16,Momma's got back-up.,Big Momma's House Collection,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son"
Treeless Mountain ,Streaming link,,Korea,2 008,So Yong Kim,yes,,,,,,,,,,,,
Out of Life,Streaming link,,Lebanon,1 991,Maroun Bagdadi,yes,1h 37m,Drama,IMDB,6.2,"Patrick Perrault, a photo-journalist covering the war in Beirut in the late 1980s, is himself caught up in the hostilities when one day he is picked up and bundled into a car at gun-point. Blind-folded, he is taken to an unknown location where he discovers that he is being taken hostage by Lebanese guerrillas.",Arabic | English | French,6,1991-05-15,,,Out of Life,Hors la vie
The Dream,Streaming link,,Lebanon,1 988,Mohammad Malas,arabic,,,,,,,,,,,,
Little Wars,Streaming link,,Lebanon,1 982,Maroun Bagdadi,arabic,,,,,,,,,,,,
"Beirut, Oh Beirut",Streaming link,,Lebanon,1 975,Maroun Bagdadi,arabic,,,,,,,,,,,,
The House,Streaming link,,Lithuania,1 997,Šarūnas Bartas,yes,1h 28m,Comedy,IMDB,5.7,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",English,670,2017-06-29,"If you can't beat the house, be... The House",,The House,The House
Few of Us,Streaming link,,Lithuania,1 996,Šarūnas Bartas,no dialog,1h 45m,Drama,IMDB,7.1,"A slow, dialogue-free film about a woman's journey in Siberia.",No Language,13,1996-09-18,,,Few of Us,Mūsų nedaug
Three Days,Streaming link,,Lithuania,1 991,Šarūnas Bartas,yes,2h 13m,Crime | Drama | Romance | Thriller,IMDB,7.0,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",English,1980,2010-11-18,What if you had 72 hours to save everything you live for?,,The Next Three Days,The Next Three Days
Before The Rain,Streaming link,,Macedonia,1 994,Milčo Mančevski,yes,,,,,,,,,,,,
Waiting for Happiness,Streaming link,,Mauritania,2 002,Abderrahmane Sissako,yes,1h 31m,Drama,IMDB,6.4,"Before immigrating to the West, Abdallah travels to the coastal city of Nouadhibou, Mauritania, to visit his mother. Although he grew up there, Abdallah feels anything but at home in his old neighborhood: He can no longer speak the local dialect, and he wears western clothes that immediately cast him as an outsider. But, as Abdallah spends time with a young boy and an elderly electrician, he can't help but feel a sense of loss for the life he's abandoning",Arabic | French,16,2002-05-19,,,Waiting for Happiness,Heremakono
Life on Earth,Streaming link,,Mauritania,1 998,Abderrahmane Sissako,yes,0h 42m,Documentary,IMDB,6.0,A breathtaking adventure across five continents and through time to reveal nature's most vital secret. Watch a flying fox gorge itself on a midnight snack of figs. Climb into the prickly jaws of insect-eating plants. Witness a mantis disguised as a flower petal lure its prey to doom.,English,1,1993-10-14,,,The Secret of Life on Earth,The Secret of Life on Earth
Silent Light,Streaming link,,Mexico,2 007,Carlos Reygadas,yes,2h 16m,Drama | Romance,IMDB,7.2,"Johan and his family are Mennonites from the north of Mexico. Against the law of God and Man, Johan falls in love with another woman.",English | French | Spanish,65,2007-10-02,,,Silent Light,Stellet Licht
Japón,Streaming link,,Mexico,2 002,Carlos Reygadas,yes,,Comedy,IMDB,4.1,"In 1614 a Japanese expedition led by the emperor's grandson landed in the Sevillian town of Coria del Río, and the heir to the throne fell in love with a beautiful Sevillian, formed a family and never returned to Japan. 400 years later, Emperor Satohito dies and the rightful heir turns out to be Paco Japan, a 37-year-old neighbor of Coria del Río. The life of Paco and his family will change dramatically when he sees himself overnight living in the Imperial Palace and preparing to be the new Emperors of Japan. The cultural and linguistic clash between Japanese and Andalusian will cause funny and crazy situations in this adventure where East and West shake hands.",Japanese | Spanish,35,2019-06-28,,,The Japon,Los Japón
The Cave of the Yellow Dog,Streaming link,,Mongolia,2 005,Byambasuren Davaa,yes,1h 33m,Drama,IMDB,7.4,"The little nomad girl, Nansal, finds a baby dog in the Mongolian veld, who becomes her best friend - against all rejections of her parents. A story about a Mongolian family of nomads - their traditional way of life and the rising call of the City.",Mongolian,51,2005-07-27,,,The Cave of the Yellow Dog,Шар нохойн там
The Story Of The Weeping Camel,Streaming link,,Mongolia,2 003,Byambasuren Davaa,yes,,,,,,,,,,,,
Character,Streaming link,,Netherlands,1 997,Mike van Diem,yes,0h 6m,,IMDB,5.1,"Carter DeHaven announces that he will perform a series of ""impressions."" For each we see him applying makeup and changing the combing of his hair or putting on a wig. When he tilts his head down during each supposed makeover, up pops the actual celebrity (Keaton, Lloyd, Arbuckle, Valentino, Fairbanks, Coogan) he appears to have been making himself up as.",,7,1927-11-20,,,Character Studies,Character Studies
The Northerners,Streaming link,,Netherlands,1 992,Alex van Warmerdam,yes,1h 48m,Comedy,IMDB,7.0,"A black comedy set in the 1960s in a small Netherlands community, populated by a cast of eccentrics, all of whom hold a range of sexual obsessions and frustrated desires.",Dutch | French,29,1992-04-17,,,The Northerners,De noorderlingen
Reprise,Streaming link,,Norway,2 006,Joachim Trier,yes,1h 45m,Drama,IMDB,7.0,"Two competitive friends, fueled by literary aspirations and youthful exuberance, endure the pangs of love, depression and burgeoning careers.",Norwegian,65,2006-07-03,,,Reprise,Reprise
Taxi,Streaming link,,Iran,2 015,Jafar Panahi,yes,1h 37m,Action | Comedy | Crime | Thriller,IMDB,5.4,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,English | Portuguese | Spanish,654,2004-10-06,Take a Ride on the Wild Side.,,Taxi,Taxi
The Roof,Streaming link,,Palestine,2 006,Kamal Aljafari,arabic,3h 1m,Drama | Romance,IMDB,7.7,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.",English | Hebrew | Russian,312,1971-11-03,To Life!,,Fiddler on the Roof,Fiddler on the Roof
Port of Memory,Streaming link,,Palestine,2 010,Kamal Aljafari,arabic,1h 2m,,IMDB,5.0,"In what is left of the city of Jaffa, a man about to lose his house contemplates his fate. Meanwhile two women remain tied to their homes. Cats scrabbling her front door, one finds solace feeding her old mother, until her house is taken over by an Israeli film crew. The other immerses herself in dreams of love whilst making wedding decorations. In a nearby café an old captain sits motionless the whole day through, while another man moves restless like a fish in an aquarium. For these Palestinian characters this is a way of life, holding onto hope through their own rituals.",Arabic,3,2010-03-18,,,Port of Memory,ميناء الذاكره
The Clan,Streaming link,,Argentina,2 015,Pablo Trapero,yes,1h 40m,Comedy | Music,IMDB,4.5,"Dino and Franco, two mechanics in Rome, unrepentant bachelor and friends to the skin, leave for Las Vegas to attend the international gathering of Harley-Davidson, one of the great passions they have in common ...",Italian,26,2005-03-11,,,The Clan,The Clan
The Milk of Sorrow,Streaming link,,Peru,2 009,Claudia Llosa,yes,1h 34m,Drama,IMDB,6.5,"Fausta is suffering from a rare disease called the Milk of Sorrow, which is transmitted through the breast milk of pregnant women who were abused or raped during or soon after pregnancy. While living in constant fear and confusion due to this disease, she must face the sudden death of her mother. She chooses to take drastic measures to not follow in her mother's footsteps.",Quechua | Spanish,58,2009-02-12,,,The Milk of Sorrow,La teta asustada
This Is Not a Film,Streaming link,,Iran,2 011,Jafar Panahi,yes,1h 28m,Comedy | Romance,IMDB,4.5,"New Yorker Michael Connor attempts to find the woman who left him by making a film about her, hoping that someone (maybe you?) will recognize his ex and convince her to get back together with him.",English,2,2003-02-20,This is not an actor. This is not a scene.,,This Is Not a Film,This Is Not a Film
The Great Beauty,Streaming link,,Italy,2 013,Paolo Sorrentino,yes,0h 4m,,,0.0,a deep exploration about Colombia's social-economic situation with influences by Terrence Malick and Akira Kurosawa.,,,,Experiences of a Young Traveller,,The Great Beauty: Colombia,The Great Beauty: Colombia
Evolution of a Filipino Family E1,Streaming link,,Philippine,2 004,Lav Diaz,yes,10h 47m,Drama,IMDB,7.5,An intimate epic made with uncompromising and austere seriousness that patiently and methodically observes the collapse and hopeful revival of a poor farming clan.,Tagalog,19,2004-09-17,A humble epic of the indios.,,Evolution of a Filipino Family,Ebolusyon ng Isang Pamilyang Pilipino
Evolution of a Filipino Family E2,Streaming link,,Philippine,2 004,Lav Diaz,yes,10h 47m,Drama,IMDB,7.5,An intimate epic made with uncompromising and austere seriousness that patiently and methodically observes the collapse and hopeful revival of a poor farming clan.,Tagalog,19,2004-09-17,A humble epic of the indios.,,Evolution of a Filipino Family,Ebolusyon ng Isang Pamilyang Pilipino
Evolution of a Filipino Family E3,Streaming link,,Philippine,2 004,Lav Diaz,yes,10h 47m,Drama,IMDB,7.5,An intimate epic made with uncompromising and austere seriousness that patiently and methodically observes the collapse and hopeful revival of a poor farming clan.,Tagalog,19,2004-09-17,A humble epic of the indios.,,Evolution of a Filipino Family,Ebolusyon ng Isang Pamilyang Pilipino
Evolution of a Filipino Family E4,Streaming link,,Philippine,2 004,Lav Diaz,yes,10h 47m,Drama,IMDB,7.5,An intimate epic made with uncompromising and austere seriousness that patiently and methodically observes the collapse and hopeful revival of a poor farming clan.,Tagalog,19,2004-09-17,A humble epic of the indios.,,Evolution of a Filipino Family,Ebolusyon ng Isang Pamilyang Pilipino
Evolution of a Filipino Family E5,Streaming link,,Philippine,2 004,Lav Diaz,yes,10h 47m,Drama,IMDB,7.5,An intimate epic made with uncompromising and austere seriousness that patiently and methodically observes the collapse and hopeful revival of a poor farming clan.,Tagalog,19,2004-09-17,A humble epic of the indios.,,Evolution of a Filipino Family,Ebolusyon ng Isang Pamilyang Pilipino
